"","s161_P3_258","s180_P2_392","s201_P2_195","s217_P2_360","s220_P3_264","s259_P1_379","s282_P2_631","s295_P2_794","s332_P2_760","s359_P2_950","s364_P2_972","s697_P2_870"
"LRP5",0.036010229,0.013920166,0.0325389,0.034580614,0.086784258,0.025443621,0.023632287,0.018546484,0.028661848,0.032024375,0.022063191,0.029482805
"LRP6",0.002927715,0.0011299,0.002464124,0.002556227,0.000916808,0.00129015,0.001483659,0.003306912,0.003200397,0.00185586,0.001169389,0.002334958
"LRP8",0.000680409,0.000977623,0.000717313,0.002648912,0.000355181,0.000962932,0.001296455,0.000589143,0.002050287,0.000794193,0.001903774,0.002989271
"LRPAP1",0.003265752,0.00155689,0.002248354,0.001987105,0.002484781,0.001369355,0.005622982,0.005871958,0.002960411,0.00213209,0.002421944,0.001894124
"LRRC15",4.16e-06,5.31e-05,4.83e-05,0,4.16e-06,0,1.62e-05,3.54e-06,8.1e-05,3.54e-06,0.000144995,1.25e-05
"LRRC19",0,0.000607159,3.84e-05,0,0,1.28e-05,0,0,0,0,0,0
"LRRC25",0,0,0,0.000153236,0,0,0.00076618,0,0,0,0,0
"LRRC26",1.76e-06,2.21e-06,0,2.9e-06,8.79e-07,8.32e-06,2.9e-06,0,3.22e-07,2.13e-05,3.78e-07,0
"LRRC32",0,8.33e-05,1.88e-05,0,2.37e-06,0.000229825,2.2e-06,0,3.3e-05,0,1.41e-05,4.27e-05
"LRRC37A3",9.16e-05,3.07e-05,0.000178773,7.68e-06,8.04e-05,0.000115303,0.000328118,6.47e-05,0.000190488,6.23e-05,0.00028866,0.000265087
"LRRC38",0,0,3.09e-06,0,0,0,0,0,0,0,0,4.36e-06
"LRRC4",0.082616318,0.042267433,0.001807486,0.006810463,0.009733881,0.024652096,0.005529863,0.000944524,0.002386572,0.031700575,0.020384421,0.03321687
"LRRC4B",0,7.92e-06,5.45e-05,1.13e-05,0,9.08e-06,0,0,0,7.92e-06,0,0.000402934
"LRRC4C",9.14e-06,3.6e-05,4.43e-06,1.93e-05,7.31e-06,2.66e-05,1.29e-05,6.36e-06,1.5e-05,8.48e-06,1.33e-05,3.66e-06
"LRRC52",0,3.45e-06,0,1.96e-05,0,2.84e-06,2.45e-05,3.45e-05,0,0,0,0
"LRRC55",0,3.59e-06,0,2.66e-05,0,0.000254343,6.15e-06,0,4.1e-06,3.59e-06,7.34e-06,3.16e-06
"LRRC8A",4.52e-05,3.33e-05,0.000104799,2.41e-05,6.85e-05,0.000139579,0.000139946,2.63e-05,0.000116388,0.000177215,6.39e-05,0.000200699
"LRRC8B",0.004074739,0.002324485,0.014903993,0.003128507,0.004842928,0.007545415,0.006348644,0.008338148,0.003189593,0.006130114,0.008489716,0.002493829
"LRRC8C",4.69e-05,5.5e-05,2.5e-05,2.6e-05,8.91e-05,9.33e-05,0.000462455,0.000255209,0.000739194,0.000142928,2.36e-05,0.000377328
"LRRC8D",0.042217373,0.014651989,0.045036475,0.051878332,0.007154736,0.069194569,0.081204215,0.016942414,0.053822923,0.014113031,0.085826995,0.037908245
"LRRC8E",0.016785665,0.006693533,0.01925709,0.005315567,0.022773857,0.004187044,0.009463319,0.036256718,0.028027573,0.010594907,0.008600237,0.018058735
"LRRN1",0.003442886,0.000726989,6.19e-05,0.016549347,0.000176558,0.006129411,0.050074205,6.06e-05,0.106652516,0.000545242,0.001238265,0.00300149
"LRRN2",0.00023169,0.000985272,0.001542084,0.002268315,0.00023169,0.002627255,0.005849864,0.000246318,0.007879409,4.93e-05,0.001827656,0.00822498
"LRRN3",0,2.71e-06,2.25e-06,0,0,1.46e-05,9.27e-07,5.42e-07,4.64e-07,0,5.63e-07,3.19e-06
"LRRN4",0.003706462,2.08e-05,0.001114125,0.000671436,0.004317213,1.77e-06,0.00030432,0.001153243,0.000217371,2.08e-06,0.000566592,1.62e-05
"LRRN4CL",0,5.15e-07,3.48e-06,0,0,0,0,1.55e-06,4.09e-07,0,1.74e-06,3.96e-06
"LRRTM2",0,0,0,1.57e-06,0,3.24e-06,5.23e-07,5.16e-07,1.05e-06,5.16e-07,0,0
"LRRTM3",0,0,0,0,0,0.000380642,0.000163832,0,0,0,0,0
"LRRTM4",5.55e-05,0,0.001505054,0,0,0,0,0,0,1.58e-05,8.6e-05,0
"LRTM1",0,0,0,0,0,0,0,0,0,0,0,0
"LRTM2",0,0,0,0,0,0,1.08e-05,0,0,0,0,1.25e-05
"LSAMP",0,3.71e-06,0,0,0,0,0.001071555,0,0,0,0,0
"LSMEM1",1.47e-05,1.76e-05,7.96e-05,6.46e-05,1.41e-05,1.52e-05,4.34e-05,1.48e-05,2.65e-05,2.41e-05,9.99e-05,1.14e-05
"LSP1",1.03e-05,5.89e-06,5.85e-05,0.002907596,0.000717926,6.22e-05,9.6e-05,0.003269389,7.78e-05,5.76e-06,3.97e-05,0.000110632
"LSR",0.020785679,0.032150682,0.029373857,0.016356405,0.037938849,0.020372403,0.036431683,0.111637913,0.056999601,0.169534529,0.069583174,0.027765477
"LTB4R",0.001264397,0.000898255,0.001092192,0.001035241,0.000782156,0.002195565,0.005216201,0.001729681,0.001011662,0.005072849,0.000156027,0.055041791
"LTB4R2",5.66e-06,6.6e-06,1.06e-05,4e-06,3.28e-06,7.84e-06,1.88e-05,1.54e-05,4.38e-06,2.98e-05,4.17e-06,0.000121378
"LTBR",0.006915967,0.001555557,0.012949506,0.005342099,0.005611774,0.006294509,0.006879789,0.008656517,0.040911106,0.0066025,0.011677621,0.019373543
"LTK",0.000126297,2.82e-06,0.001118166,2.19e-06,0.000274556,1.6e-05,0.000646818,0.000144766,0.000795413,7.71e-05,0.000355634,3.66e-06
"LVRN",0,1.63e-05,1.68e-05,8.77e-05,6.56e-06,5.6e-06,7.63e-06,5.44e-06,2.29e-05,2.45e-05,5.6e-06,4.38e-06
"LY6D",5.99e-06,3.1e-06,1.82e-05,1.46e-06,0.003071665,0.001359473,1.31e-05,0,0.000558853,2.06e-06,2.17e-05,0.012056088
"LY6E",0.012231277,0.031873975,0.004488145,0.022358633,0.073968665,0.021907621,0.030183543,0.233747494,0.006488626,0.061073544,0.032175078,0.050488347
"LY6H",0,0,6.13e-06,0,7.29e-06,0,0,0,0,0,3.06e-06,0
"LY6K",2.55e-05,0.000405635,0.001079865,0.001717268,0.000777161,0.000248213,0.000205493,0.003159945,0.003276142,0,0.006704372,0.007304616
"LY75",0.001587541,0.000963148,0.000329085,0.000175785,0.000232247,0.000249522,0.000804934,0.000136816,0.000329488,0.000112069,0.0023707,0.002261769
"LY9",2.54e-05,7.78e-06,2.97e-06,0,7.61e-06,1.19e-05,0,0,3.7e-05,5.19e-06,0,7.36e-05
"LY96",0.000783578,0.000850215,0.001119873,0.001665432,0.00075344,0.002191057,0.000637825,0.001141384,0.002551301,0.0007221,0.002775338,9.04e-05
"LYN",0.010053922,0.009484924,0.024086923,0.001015541,0.004847157,0.003390167,0.00390103,0.016758024,0.011646499,0.010301485,0.020787787,0.005033964
"LYPD1",8.34e-06,5.2e-05,9.53e-05,6.99e-07,2.68e-05,0.000119777,0.000127883,1.62e-06,1.75e-05,1.47e-05,0.000219365,1.31e-05
"LYPD2",0,0,0,1.64e-05,0,0.000338389,0,0,0,0,0,0
"LYPD3",0.000693455,0.005763882,0.000462094,0.000179453,0.003618968,0.035997035,0.002399002,0.021277883,4.72e-05,0.00040401,0,0.130443109
"LYPD4",0,0,0,0,0,0,1.55e-06,0,0,0,0,0
"LYPD5",0.000593524,4.62e-05,0.000139776,1.3e-05,0.000225486,4.71e-06,6.36e-05,0.000196413,0.000392797,4.16e-05,0.00098943,6.58e-05
"LYPD6",3.08e-05,7.57e-05,0,1.02e-05,3.67e-06,1.74e-05,8.8e-05,0,0,7.14e-05,0,1.18e-05
"LYPD6B",4.94e-05,0.00065339,0,0.000795645,1.1e-05,0.001464311,0.000988712,0,1.76e-05,0.000153742,0.000446563,0.000354141
"LYPD8",5.33e-06,0,0,8.58e-05,0,0,0,1.88e-05,0,0.000204876,7.85e-05,5.6e-05
"LYSMD3",0.000797735,0.001067285,0.001316988,0.000366853,0.000875457,0.000334994,0.000489758,0.002682878,0.001094041,0.001903195,0.000646999,0.000883014
"LYVE1",0,0,0,0,0,0,0,0,7.04e-05,0,0,0
"LZTS1",0.000268543,0.000413736,0.001410184,0.000641201,0.002953969,0.000117515,0.04648707,0.000137912,0.0003206,0,0.000352546,0.032762202
"MACF1",0.002803781,0.003705416,0.009839357,0.002584717,0.00237142,0.004031932,0.004924141,0.006772019,0.006806699,0.005908305,0.005913445,0.003306811
"MADCAM1",0.000120766,5.14e-05,0.000416785,0.000124457,0,0.000119081,0.000248914,0.000975773,0.000248914,0.000205426,0.000416785,0.000120766
"MAG",0,0,3.55e-06,0,0,5.91e-06,6.07e-07,2.82e-06,0,7.05e-06,7.09e-06,5.17e-07
"MAGI1",0.023521115,0.002399969,0.004199592,0.018744217,0.017953778,0.002295437,0.013364313,0.012483518,0.007571696,0.009835667,0.000730365,0.004387109
"MAGI2",5.24e-05,0.000278543,0.000454739,9.93e-05,4.72e-05,0.000596077,0.00060338,5.36e-05,0.00050409,0.000294613,0.00026424,0.000424558
"MAGI3",0.000531389,0.000378267,0.005956851,0.002146232,0.000350015,0.001596469,0.001448217,0.001497946,0.001584741,0.001114039,0.001345093,0.000697184
"MAGT1",0.021000004,0.006196369,0.029981299,0.004470399,0.013080503,0.011587537,0.011919695,0.018790401,0.020942341,0.005312895,0.014701526,0.014421755
"MAL2",0.026446194,0.019282385,0.034704727,0.033070582,0.044674739,0.0060244,0.019476498,0.060042028,0.023932528,0.049444983,0.007786219,0.014075537
"MAMDC4",0.001212102,0.027955981,0.029729539,0.007089949,0.003514743,0.006715125,0.017330985,0.016319481,0.00101285,0.022705223,0.011894406,0.007756674
"MANSC1",0.005043019,0.007228635,0.023523265,0.007374016,0.002234363,0.041319134,0.011023541,0.013218496,0.016607185,0.008636525,0.006516597,0.007178666
"MANSC4",0,3.2e-05,0,0,0,4.59e-06,6.85e-05,1.6e-05,5.71e-06,0,0,0
"MAP3K12",2.54e-05,2.3e-05,0.000110564,7.1e-05,4.2e-05,0.000140007,0.000145081,8.51e-05,9.41e-05,4.66e-05,0.000175038,0.000145813
"MAP4",0.223952912,0.035128893,0.170418801,0.02384819,0.113719154,0.045087036,0.089761952,0.071148307,0.152821439,0.063562518,0.140253167,0.209656716
"MAPKAP1",0.001543558,0.00064393,0.002885405,0.000583798,0.000764826,0.001398966,0.00224751,0.00073213,0.001768348,0.001298194,0.001843349,0.002537846
"MAS1",0,0,4.52e-06,4.28e-07,0,1e-06,4.28e-07,0,4.28e-07,0,0,0
"MBP",0.002442015,0.000647433,0.007348682,0.000491858,0.001667317,0.003186853,0.001483813,0.000533729,0.004214964,0.001746225,0.004930657,0.001748381
"MC1R",0.001518365,0.003271331,0.006706108,0.000477462,0.003999596,0.006312771,0.007569312,0.01368011,0.006051623,0.016368931,0.00871266,0.011303561
"MC4R",0,0,0,0,0,5.7e-05,0,0,0,0,0,0
"MC5R",0,0,2.1e-07,0,0,0,0,0,0,0,0,0
"MCAM",0.003868373,0.000603443,0.024744303,0.000388811,0.014913444,0.002797851,0.020354818,0.000372862,0.010322608,0.000313994,0.021598333,0.002786805
"MCEMP1",0,0,0,0,0,5.57e-06,0,0,0,2.4e-05,0,5.65e-06
"MCHR1",0,4.68e-06,0.000905631,2.85e-05,2.02e-06,4.9e-06,2.38e-06,2.34e-06,0,0,4.9e-05,0
"MCHR2",0,0,6.66e-07,0,0,0,0,0,0,0,1.6e-05,0
"MCOLN1",1.29e-05,5.81e-06,6.75e-05,5.05e-06,1.75e-05,2.56e-05,9.95e-06,3.17e-05,1.54e-05,8.03e-06,2.15e-05,2.11e-05
"MCOLN3",0.00126984,0.000442361,5.78e-05,1.4e-05,1.19e-05,0.003192914,0.005425419,5.53e-05,0.004661375,0.002667953,0.006653109,0.002718542
"MCTP2",0.0081827,0.003643281,0.023498212,3.18e-05,0.010079033,0.006425181,0.008224006,0.007069066,0.009872291,0.002433404,0.010848041,0.009393191
"MDGA1",5.41e-06,6e-05,2.68e-05,1.9e-05,6.19e-06,0.000270154,9.31e-05,2.42e-05,4.45e-05,5e-06,2.88e-05,0.001653933
"MDGA2",0,0,0,0,0,7.08e-06,8.12e-06,0,0,0,9.91e-05,0
"MEGF10",1.55e-05,4.13e-06,6.85e-05,1.29e-06,1.01e-06,1.07e-05,8.6e-06,0,3.87e-06,2.61e-06,1.02e-06,8.08e-07
"MEGF11",0.000226564,0.000669768,0.000753744,0.000799263,0.00035437,1.63e-05,0.00021968,0.000111628,0.000238377,0.00026711,0.000456321,0.000151043
"MEGF8",0.001091009,0.001058215,0.002022766,0.000321349,0.001020644,0.002090156,0.002708985,0.000618091,0.000769668,0.001435405,0.000510375,0.001893432
"MEGF9",0.000475514,0.000106283,0.0002584,0.000245087,0.000198665,8.65e-05,0.000426677,0.000434249,0.000644474,0.000108175,3.98e-05,0.000803364
"MEP1A",0,5.67e-05,0,0,0,0,7.37e-06,0,0,0,0,5.12e-05
"MEP1B",0,0,0,0,0,2.07e-06,0,0,6.98e-06,3.53e-06,0,0
"MERTK",0.002113601,0.000327052,0.000731854,0.000705544,0.001913102,0.000220381,0.000344523,0.001497069,0.001254841,0.000437207,0.001658157,0.000980778
"MET",0.035724681,0.002585947,0.051272451,0.001862464,0.026891969,0.001766117,0.006305604,0.042602662,0.016754007,0.002001986,0.057882379,0.002991775
"MFAP3",0.001321783,0.000609473,0.00486073,0.000325866,0.001362723,0.002372499,0.002378662,0.00171201,0.003198704,0.00215027,0.004131621,0.002994482
"MFAP3L",7.75e-06,0.000269315,4.54e-05,7.91e-05,3.88e-05,0.00099049,0.001344013,0,3.39e-05,5.54e-05,1.82e-05,0.00030228
"MFGE8",0.000335047,0.001311767,0.006489578,0.002496652,0.006883506,0.001937434,0.007996661,0.000698351,0.020379949,0.001189079,0.001321879,0.002973538
"MFNG",0.000126222,0.000774798,0.008595345,0.000246884,7.36e-05,0.0010576,0.000191335,0.000473488,0.000191335,0.000286962,0.000168256,0.000331334
"MFRP",0,0,0,0,0,0,0,0,0,0,0,0
"MFSD1",0.02789766,0.012710034,0.030350274,0.008173313,0.022688887,0.014812777,0.034750301,0.041610996,0.019470105,0.014043992,0.015931682,0.027025961
"MFSD11",0.004195405,0.004982226,0.011204002,0.00346767,0.006486097,0.00467959,0.007487028,0.011929429,0.005647159,0.007934224,0.006825261,0.008512523
"MFSD12",0.000260406,4.27e-05,0.000252612,1.84e-05,0.000165154,3.6e-05,4.69e-05,0.000176977,0.00015847,0.000124754,0.000175139,0.000184205
"MFSD2A",0.007175117,0.016976391,0.01581047,0.030313677,0.004602949,0.007066286,0.038960006,0.028339992,0.007234402,0.005106765,0.005872617,0.039125875
"MFSD2B",0.008786817,0.000722167,0.000666363,0.000978893,0.007497044,0.000256293,0.002167549,0.000360933,0.00601411,0.000330855,0.001999397,0.003358024
"MFSD6",0.070404923,0.032440151,0.22429339,0.045494417,0.110931561,0.136268756,0.163835945,0.051074722,0.074950611,0.07016461,0.083086632,0.140587541
"MFSD6L",0,0.002510596,0.001520133,0.000859476,0,0,0.001227823,0.000728883,4.09e-05,0.002510596,7.6e-05,0
"MFSD8",0.028079353,0.02396318,0.072652515,0.026470578,0.034791004,0.022948039,0.035651512,0.025871749,0.059709582,0.031348554,0.077632728,0.03739348
"MGAM",0,0.008714308,0.001135449,0.000249908,0,0.017031731,8.33e-05,0,8.33e-05,0.100117721,0.000486621,0.000851789
"MGAT5B",2.18e-06,3.93e-05,2.81e-05,0,0.000427138,2.21e-05,0.000206063,0.00018454,0.00010356,7.41e-07,1.45e-05,2.39e-05
"MGST2",0.000335412,0.000109842,0.000179617,0.0001374,0.00032141,8.04e-05,0.000148829,0.000147247,0.000161556,0.000186495,4.62e-05,0.000987575
"MIB1",0.002772588,0.000966186,0.003817458,0.000422476,0.003249737,0.001518911,0.003971221,0.002419192,0.004906027,0.00152622,0.00153803,0.003709038
"MILR1",0.022216994,0.002433159,0.014646041,0.000410659,0.014234486,0.007823762,0.000574841,0.006777925,0.024587561,0.014540561,0.009684232,0.007870865
"MIP",9.91e-06,4.06e-05,3.4e-05,0,0,0,2.91e-05,1.35e-05,5.81e-06,0,1.13e-05,4.46e-05
"MLC1",0,5.09e-06,1.06e-05,5.16e-06,4.39e-06,0,1.03e-05,1.02e-05,0,0,0,8.35e-05
"MLNR",0,0,0,0,0,0,0,0,0,0,2.29e-06,0
"MMD",0.000323655,4.96e-05,0.000686626,0.000117962,0.000443551,0.000257349,0.000286986,0.000191194,0.000558427,0.000186137,0.000564208,6.83e-05
"MME",0.000130894,0.000127498,0.000330744,0.00010327,0.004024011,0.000437984,0.001473937,0.00330844,3.52e-06,0.000120053,1.7e-05,0.004077755
"MMGT1",0.126866118,0.013719018,0.050553589,0.006511355,0.057817366,0.01486274,0.027130647,0.040721519,0.045315274,0.018307235,0.028972069,0.103741241
"MMP14",0.006518872,0.004660442,0.007264942,0.001355029,0.016568008,0.008046042,0.017215436,0.002767155,0.018453472,0.005793946,0.006654913,0.013288594
"MMP15",0.003201391,0.005207861,0.001571307,0.057835172,0.003306437,0.001883778,0.031494707,0.024627223,0.001092851,0.001857317,0.000676392,0.001810787
"MMP16",3.67e-06,4.29e-06,1.21e-05,1.02e-05,3.67e-06,2.66e-05,1.36e-05,5.72e-06,3.4e-06,1.57e-05,4.59e-05,0
"MMP24",0.000327419,9.83e-05,0.00031268,9.01e-05,6.75e-05,5.78e-06,0.000170012,0.000315928,1.68e-05,0.000228169,0.00036523,7.41e-07
"MPEG1",0,0,7.78e-07,0,0,0,0,0,0,0,0,0
"MPL",5.55e-07,0,0,0,1.11e-06,2.69e-06,6.53e-07,1.29e-06,1.31e-06,0,2.69e-06,5.55e-07
"MPP1",0.001208592,0.002386076,0.01476807,0.002117703,0.001461553,0.006592522,0.002035195,0.002224855,0.002984022,0.002224871,0.018274711,0.001054004
"MPP7",0.006312703,0.001177585,0.004116858,0.00177658,0.00268403,0.000762822,0.001328597,0.004209063,0.002510583,0.002003355,0.000882013,0.002509951
"MPZ",0.000661154,0.00011318,0.001374286,0.002039012,0.000385673,0.000699198,0.001578641,0.005008219,0.001775971,0.000198065,0.001157294,0.000606057
"MPZL1",0.051947771,0.08230171,0.350823529,0.031703761,0.049193994,0.21278435,0.144577028,0.128973027,0.112457211,0.135960943,0.172764731,0.115337675
"MPZL2",0.012145116,0.009772702,0.035861646,0.010598349,0.006320272,0.020468342,0.015144895,0.020292526,0.053387776,0.081294357,0.003641745,0.014609246
"MPZL3",0.029475155,0.017951115,0.287311223,0.014980446,0.026627693,0.06343571,0.02575657,0.100298514,0.123950371,0.04334832,0.035840287,0.032008778
"MR1",0.030050855,0.020975612,0.039454605,0.012514545,0.047614551,0.027121161,0.081522916,0.068834699,0.027517297,0.027661789,0.019727318,0.0421541
"MRAP2",0,0.000986135,8.05e-05,0,0,0.000181075,0.002816771,0,0,0,0.000301791,0.001902753
"MRC1",0.000218966,0.000710224,0.000957172,0.000162817,4.53e-05,0.000834654,0.000110715,0.000583962,0.000716394,0.000583962,0.001454901,0.000188763
"MRC2",0.000560254,0.000640481,0.003864978,0.000486505,0.000531252,0.001586734,0.003378822,0.00093141,0.0011826,0.000354978,0.003476237,0.002371553
"MRGPRD",0,0,0,0,0,0,0,0,0,0,0,0
"MRGPRE",0,0,0,1.12e-06,0,0,0,0,1.68e-06,0,0,0
"MRGPRF",8.03e-06,5.19e-06,1.42e-05,2.4e-05,3.05e-05,0.000117418,1.37e-05,1.56e-05,9.58e-05,1.73e-05,0.000625589,8.03e-06
"MRGPRX2",0,0,0,2.7e-05,0,0,0,0,0,0,0,0
"MRGPRX3",7.32e-06,0,5.79e-05,0,0,8.69e-05,0,0,0,0,0,0.000629238
"MS4A1",0,0,3.91e-06,3.22e-06,0,0,0,0,0,0,0,0
"MS4A15",2.55e-07,7.95e-07,2.92e-05,0.000624783,0,2.18e-07,7.51e-07,0.000341534,0,0,5.02e-06,0
"MS4A6A",0,0,0,0,0,0,6.38e-06,0,0,0,0,0
"MSLN",4.95e-06,0.000401043,0.000257536,0.00030018,0.000203027,2.07e-05,4.16e-06,2.85e-06,1.61e-06,0.001210699,2.18e-06,1.44e-06
"MSN",0.35455932,0.120289978,0.3431547,0.089458994,0.434483614,0.072644942,0.128880611,0.656888201,0.609264685,0.077816358,0.142428527,0.980250681
"MSR1",1.12e-05,2.42e-06,2.83e-06,4.79e-06,0,2.83e-06,4.79e-06,3.39e-05,9.58e-06,0,0.000680286,0
"MST1R",0.000163003,1.93e-05,0.000113696,4.56e-05,5.37e-05,2.93e-05,5.38e-05,1.94e-05,0.000207752,8.21e-05,3.84e-05,9e-05
"MTM1",0.003596171,0.001417057,0.003823869,0.003742733,0.004909018,0.001667854,0.001932039,0.003343976,0.008187142,0.003128671,0.003856404,0.005579866
"MTNR1A",0,8.66e-06,2.8e-05,0,5.53e-05,3.73e-05,0,4.33e-05,2.18e-05,6.93e-05,4.66e-05,0
"MUC1",0.031210618,0.046268494,0.036197424,0.194130298,0.044546292,0.034663139,0.058486395,0.159446211,0.007693657,0.348915411,0.010083425,0.005262191
"MUC12",0,0.001536388,8.39e-06,2.44e-05,2.45e-06,2.8e-06,7.18e-06,0,0,0,2.8e-06,1.1e-05
"MUC13",0,0.001211732,0.000137377,0,0,5.32e-06,0,0,2.49e-07,1.58e-05,4.61e-05,4.21e-07
"MUC15",0.000176159,0.000266143,0.000966305,0.000510318,2.11e-06,0.00029165,9.1e-05,0.006814099,0,0.000736814,2.25e-05,0.000122362
"MUC16",9.81e-06,1.9e-06,0.003880561,0.000211239,0.013511726,0.008757753,0.000980148,0.010895997,0.000987685,0.001441472,0.001493257,0.000465101
"MUC17",0,5.49e-05,0,0,0,0,0,0,0,0,0,0
"MUC20",0.004300945,0.004284714,0.000913114,0.00202766,0.00613952,0.00739991,0.004245944,0.014252625,0.002811724,0.004127297,0.003844408,0.001936807
"MUC4",0.004339964,0.001089622,0.005855991,0.00049195,0.01853659,0.004417356,0.002248161,1.8e-05,7.41e-05,0.029672047,1.15e-05,7.23e-05
"MUSK",7.84e-07,1.63e-06,1.34e-06,2.31e-06,2.35e-06,0,2.31e-06,8.14e-07,0,0,0,0
"MXRA8",0.000159486,5.12e-06,0.010067475,0.00906796,0.028672468,0.000244272,0.022542557,0.003767649,3.57e-05,2.05e-05,0.001565955,5.98e-05
"MYADM",0.001414255,0.001953336,0.010108502,0.000604637,0.002215767,0.000406786,0.003007201,3.78e-06,0.005469715,0.001620639,0.001088313,0.006521242
"MYH9",0.208093486,0.071420655,0.13371027,0.047669963,0.180975431,0.107226415,0.198789303,0.06742118,0.349387287,0.046403263,0.171946556,0.114454495
"MYLK",1.818716929,0.056356591,2.427077515,0.256298157,1.765468734,0.405186204,0.738569116,0.043998076,2.938080769,0.0533667,4.198332217,0.071610717
"MYO10",0.04331628,0.037468269,0.31099718,0.024878029,0.065376666,0.065947999,0.107821679,0.038539451,0.067627925,0.005957059,0.036667562,0.169257451
"MYO1C",0.022622436,0.014700354,0.029431785,0.006260015,0.035358732,0.018320114,0.015541444,0.0314773,0.034525501,0.015365221,0.01777933,0.033490964
"MYO1G",0.002657016,0.000287211,0.013999606,0.000484133,0.000118529,0.000635213,0.000505183,0.000308485,0.006861894,0.000382947,0.001208151,0.000118529
"MYO6",0.020227559,0.006819034,0.122770717,0.028597249,0.028414502,0.01759012,0.02277387,0.024700263,0.02432293,0.020130185,0.043079982,0.006742967
"MYOF",0.049195677,0.010360586,0.023844573,0.008366403,0.069121458,0.014464366,0.007360379,0.031025472,0.039783006,0.020679196,0.021623857,0.047799089
"NAALAD2",0,8.08e-07,1.24e-06,0,0,0,8.13e-06,0,0,1.05e-05,4.56e-06,0
"NAALADL1",0,6.44e-06,1.26e-05,4.25e-06,3.98e-06,0,0,0,0,0,2.51e-06,0
"NAGPA",0.001112305,0.000833897,0.002704971,0.002828724,0.000682132,0.001278609,0.005384751,0.002700216,0.001689385,0.000774327,0.000883405,0.001868187
"NCAM1",0.000568527,0.000650292,0.000567273,0.000528893,0.000716432,0.000710729,0.000829588,0.000339283,0.000456407,0.000367556,0.001476878,0.00020338
"NCAM2",0.000263421,0.000304384,0.006599429,0,6.59e-05,2.88e-05,0,0,0,0.000169102,0.000345822,0
"NCKAP1",0.000640336,0.000443833,0.001575417,0.000128964,0.000778784,0.001017595,0.000523302,0.000450014,0.001329622,0.000501256,0.001278197,0.001472875
"NCKAP1L",4.78e-05,6.13e-05,0.000216762,0.000136844,3.76e-05,0.000143882,7.58e-05,8.51e-05,0.000189326,0.00011315,0.000312787,3.87e-05
"NCMAP",6.09e-05,0.001052476,5.47e-05,0.001098871,3.46e-05,0.000151506,0.001275454,0.001570039,1.19e-05,0.000231313,1.82e-05,1.94e-05
"NCR1",0,0,0,0,0,2.13e-06,0,0,0,0,0,0
"NCR2",0,0,8.37e-07,0,0,0,0,0,0,0,0,0
"NCR3LG1",0.000990204,0.000348766,0.005256951,4.49e-05,0.000458875,0.000844298,0.000186882,4.71e-05,0.002257641,5.66e-05,0.001433714,0.0018355
"NCS1",0.00271939,0.001009204,0.006757198,0.00014451,0.001007375,0.001756281,0.00778362,0.001917651,0.007811248,0.003389895,0.004733391,0.005793884
"NCSTN",0.002722049,0.003762863,0.016530143,0.004814493,0.006044412,0.009484849,0.015696036,0.010611685,0.006297052,0.005584059,0.01346778,0.006814919
"NEDD4",0.000538914,0.000497622,0.005445604,0.001208038,0.000744665,0.002540979,0.001898668,0.000636487,0.002681544,0.00034819,0.004228743,0.001239329
"NEGR1",1.97e-06,3.83e-06,4.07e-06,3.77e-06,1.97e-06,1.55e-05,5.66e-06,2.87e-06,0,4.78e-06,0,0
"NEO1",0.00026271,0.000589031,0.000150238,0.000600217,9.32e-05,0.000468009,0.002911768,0.000201373,0.000165682,0.000518041,0.000121416,0.000671209
"NETO1",2.72e-06,0,0,0,0,0.000137344,0,0,0,0,0,0
"NETO2",0.008342851,0.002687386,0.063509126,0.008300119,0.019635872,0.014786299,0.046543069,0.005701734,0.041919284,0.003275946,0.044438677,0.029599506
"NEURL1",3.81e-05,0.000103743,0.000149301,4.66e-05,2.38e-05,0.000115369,3.26e-05,0.000136504,5.12e-05,7.1e-05,0.000332533,2.86e-05
"NF2",0.001589592,0.000578375,0.004363992,0.000348923,0.001722675,0.000961274,0.00154368,0.001031163,0.007401387,0.000619373,0.003076461,0.001033773
"NFAM1",2.58e-06,7.09e-05,6.26e-06,4.05e-06,3.44e-06,2.09e-05,2.94e-05,1.2e-05,1.21e-05,4.09e-05,0,1.46e-05
"NFASC",7.79e-05,8.92e-05,6.2e-05,0.000154194,4.3e-05,0.000330689,0.002407846,0.000119917,4.74e-05,0.000122703,0.000174529,0.000935366
"NGFR",0,7.81e-06,8.92e-05,4.01e-05,4.6e-05,0.002723973,0.001482091,7.81e-06,2.67e-05,1.56e-05,2.43e-05,0.011861709
"NHS",0.001353598,0.004808238,0.016549653,0.006011388,0.010261659,0.004523572,0.013521316,7.51e-05,0.005658283,0.003806206,0.000147108,0.002401546
"NINJ1",0.000336418,0.000874924,0.001105504,0.001265083,0.000419618,0.001097022,0.001850183,0.001075787,0.000516576,0.000491683,0.000203571,0.000975492
"NIPAL1",0.00126057,0.006113084,0.002232951,0.000717617,0.001916067,0.001593747,0.005661308,0.004198354,0.002609516,0.001352608,0.001951701,0.006756699
"NIPAL2",6.38e-05,0.000101328,0.00096154,0.000190728,8.17e-05,0.000338042,0.000172192,3.78e-06,0.000449767,0.000171542,0.000174158,0.000501917
